"EisaiShishoka_ID","TekiyoKaishi_DT","TekiyoShuryo_DT","KeishoMotoRecord_KEY","KeishoSakiRecord_KEY","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","DaihyoDairiten_CD","JissekiShukeiKaiso","KozaDairiten_CD","Shishoka_CD","JissekiShukeiName_KJ","JissekiShukeiName_RKJ","JissekiShukeiName_KN","Jusho_CD","Jusho_KJ","Jusho_KJ_Clean","JushoBanchi_KJ","JushoBanchi_KN","TEL_NO","JissekiShukeiPrint_CD","ShiryoHaisoSaki_CD","HansokuShiten_CD","KuriniKai_KBN","KuriniKaiHenko_FLG","IyakuSo_KBN","Oncology_Mitoroku_Site","Hokatu_Mitoroku_Site","I_MitorokuShiten_CD","Yaku_MitorokuShiten_CD","Data_Status"
"3003615","10/02/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg46273","12/03/2025 11:24:32","PVU_XP_1302","42002","0000009999","41007","999","佐賀その他","佐賀その他","ｻｶﾞ ｿﾉﾀ","41000","佐賀県","","","","","996","","55","","","1","69","69","","19","10"
"3003616","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/05/2026 16:26:26","PVU_XP_1302","42002","0000009900","41007","000","佐賀その他計","佐賀他計","ｻｶﾞ ｿﾉﾀ ｹｲ","41000","佐賀県","","","","","998","","55","","","1","69","69","","19","10"
"3003617","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg46273","12/03/2025 11:24:32","PVU_XP_1302","42002","0000009999","41007","000","佐賀その他計","佐賀他計","ｻｶﾞ ｿﾉﾀ ｹｲ","41000","佐賀県","","","","","997","","55","","","1","69","69","","19","10"
"3003618","09/16/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg39895","10/09/2025 11:24:37","PVU_XP_1302","01005","0000009999","01005","999","モロオその他","モロその他","ﾓﾛｵ ｿﾉﾀ","01000","北海道","","","","","900","","48","","","2","69","69","","16","10"
"3003619","09/16/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg39895","10/09/2025 11:24:37","PVU_XP_1302","01005","0000009900","01005","000","モロオその他","モロオ他","ﾓﾛｵ ｿﾉﾀ","01000","北海道","","","","","902","","48","","","2","69","69","","16","10"
"3003620","09/16/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg39895","10/09/2025 11:24:37","PVU_XP_1302","01005","0000009999","01005","000","モロオその他","モロオ他","ﾓﾛｵ ｿﾉﾀ","01000","北海道","","","","","901","","48","","","2","69","69","","16","10"
"3003621","05/07/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg45886","02/10/2026 14:33:24","PVU_XP_1302","01020","0000009999","01020","999","ほくやくその他","ほくその他","ﾎｸﾔｸ ｿﾉﾀ","01000","北海道","","","","","952","","48","","","3","69","69","","16","10"
"3003622","05/07/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg45886","02/10/2026 14:33:24","PVU_XP_1302","01020","0000009900","01020","000","ほくやくその他計","ほく他計","ﾎｸﾔｸ ｿﾉﾀ ｹｲ","01000","北海道","","","","","950","","48","","","3","69","69","","16","10"
"3003623","05/07/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg45886","02/10/2026 14:33:24","PVU_XP_1302","01020","0000009999","01020","000","ほくやくその他計","ほく他計","ﾎｸﾔｸ ｿﾉﾀ ｹｲ","01000","北海道","","","","","951","","48","","","3","69","69","","16","10"
"3003625","03/26/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/07/2019 00:00:00","PVU_XP_1302","itg39895","03/26/2025 16:17:24","PVU_XP_1302","39017","0000000099","39017","999","中澤氏家その他","中澤その他","ﾅｶｻﾞﾜｳｼﾞｹ ｿﾉﾀ","39000","高知県","","","","","901","","54","","","3","69","69","","19","12"
"3003626","03/26/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/07/2019 00:00:00","PVU_XP_1302","itg39895","03/26/2025 16:17:24","PVU_XP_1302","39017","0000000098","39017","000","その他計","その他計","ｿﾉﾀｹｲ","39000","高知県","","","","","802","","54","","","3","69","69","","19","12"
"3003627","03/26/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/07/2019 00:00:00","PVU_XP_1302","itg39895","03/26/2025 16:17:24","PVU_XP_1302","39017","0000000099","39017","000","中澤氏家その他計","中澤他計","ﾅｶｻﾞﾜｳｼﾞｹ ｿﾉﾀ ｹｲ","39000","高知県","","","","","902","","54","","","3","69","69","","19","12"
"3003628","05/07/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/02/2026 10:42:54","PVU_XP_1302","13149","0000009999","08504","999","ＡＬＦ茨城その他","茨城その他","ｱﾙﾌﾚﾂｻ ｲﾊﾞﾗｷﾞ ｿﾉﾀ","08201","茨城県水戸市河和田３丁目２５８５－８","","","","","996","","51","","","1","69","69","","16","10"
"3003629","05/20/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/02/2026 10:42:54","PVU_XP_1302","13149","0000009999","09015","999","ＡＬＦ栃木その他","栃木その他","ｱﾙﾌﾚﾂｻ ﾄﾁｷﾞ ｿﾉﾀ","09201","栃木県宇都宮市砥上町１１５０番地２","","","","","996","","51","","","1","69","69","","16","10"
"3003630","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/02/2026 10:42:54","PVU_XP_1302","13149","0000009999","15020","999","ＡＬＦ新潟その他","新潟その他","ｱﾙﾌﾚﾂｻ ﾆｲｶﾞﾀ ｿﾉﾀ","15107","新潟県新潟市西区小新流通東９番地","","","","","996","","51","","","3","69","69","","16","10"
"3003631","12/01/2023 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/02/2026 10:42:54","PVU_XP_1302","13149","0000009999","20004","999","ＡＬＦ長野山梨その他","長野山梨他","ｱﾙﾌﾚﾂｻ ﾅｶﾞﾉﾔﾏﾅｼ ｿﾉﾀ","20201","長野県長野市稲里町中央４丁目４－１２","","","","","996","","51","","","1","69","69","","16","10"
"3003632","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009900","02026","000","ＡＬＦ青森その他計","青森その他","ｱﾙﾌﾚﾂｻ ｱｵﾓﾘ ｿﾉﾀｹｲ","02000","青森県","","","","","047","","48","","","1","69","69","","16","10"
"3003633","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009999","02026","000","ＡＬＦ青森その他計","青森その他","ｱﾙﾌﾚﾂｻ ｱｵﾓﾘ ｿﾉﾀｹｲ","02000","青森県","","","","","046","","48","","","1","69","69","","16","10"
"3003634","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009900","03027","000","ＡＬＦ岩手その他計","岩手その他","ｱﾙﾌﾚﾂｻ ｲﾜﾃ ｿﾉﾀｹｲ","03000","岩手県","","","","","950","","48","","","1","69","69","","16","10"
"3003635","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009999","03027","000","ＡＬＦ岩手その他計","岩手その他","ｱﾙﾌﾚﾂｻ ｲﾜﾃ ｿﾉﾀｹｲ","03000","岩手県","","","","","905","","48","","","1","69","69","","16","10"
"3003636","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009900","04046","000","ＡＬＦ宮城その他計","宮城その他","ｱﾙﾌﾚﾂｻ ﾐﾔｷﾞ ｿﾉﾀｹｲ","04000","宮城県","","","","","087","","48","","","1","69","69","","16","10"
"3003637","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009999","04046","000","ＡＬＦ宮城その他計","宮城その他","ｱﾙﾌﾚﾂｻ ﾐﾔｷﾞ ｿﾉﾀｹｲ","04000","宮城県","","","","","086","","48","","","1","69","69","","16","10"
"3003638","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009900","05016","000","ＡＬＦ秋田その他計","秋田その他","ｱﾙﾌﾚﾂｻ ｱｷﾀ ｿﾉﾀｹｲ","05000","秋田県","","","","","065","","48","","","1","69","69","","16","10"
"3003639","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009999","05016","000","ＡＬＦ秋田その他計","秋田その他","ｱﾙﾌﾚﾂｻ ｱｷﾀ ｿﾉﾀｹｲ","05000","秋田県","","","","","064","","48","","","1","69","69","","16","10"
"3003640","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009900","06015","000","ＡＬＦ山形その他計","山形その他","ｱﾙﾌﾚﾂｻ ﾔﾏｶﾞﾀ ｿﾉﾀｹｲ","06000","山形県","","","","","067","","48","","","1","69","69","","16","10"
"3003641","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009999","06015","000","ＡＬＦ山形その他計","山形その他","ｱﾙﾌﾚﾂｻ ﾔﾏｶﾞﾀ ｿﾉﾀｹｲ","06000","山形県","","","","","066","","48","","","1","69","69","","16","10"
"3003644","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009900","08504","000","ＡＬＦ茨城その他計","茨木その他","ｱﾙﾌﾚﾂｻ ｲﾊﾞﾗｷﾞ ｿﾉﾀｹｲ","08000","茨城県","","","","","998","","51","","","1","69","69","","16","10"
"3003645","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009999","08504","000","ＡＬＦ茨城その他計","茨木その他","ｱﾙﾌﾚﾂｻ ｲﾊﾞﾗｷﾞ ｿﾉﾀｹｲ","08000","茨城県","","","","","997","","51","","","1","69","69","","16","10"
"3003646","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009900","09015","000","ＡＬＦ栃木その他計","栃木その他","ｱﾙﾌﾚﾂｻ ﾄﾁｷﾞ ｿﾉﾀｹｲ","09000","栃木県","","","","","998","","51","","","1","69","69","","16","10"
"3003647","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009999","09015","000","ＡＬＦ栃木その他計","栃木その他","ｱﾙﾌﾚﾂｻ ﾄﾁｷﾞ ｿﾉﾀｹｲ","09000","栃木県","","","","","997","","51","","","1","69","69","","16","10"
"3003648","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009900","10018","000","ＡＬＦ群馬その他計","群馬その他","ｱﾂﾌﾚﾂｻ ｸﾞﾝﾏ ｿﾉﾀｹｲ","10202","群馬県高崎市小八木町３０９","","","","027-364-7111","998","","51","","","1","69","69","","16","10"
"3003649","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009999","10018","000","ＡＬＦ群馬その他計","群馬その他","ｱﾂﾌﾚﾂｻ ｸﾞﾝﾏ ｿﾉﾀｹｲ","10202","群馬県高崎市小八木町３０９","","","","027-364-7111","997","","51","","","1","69","69","","16","10"
"3003650","12/01/2023 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009900","12010","000","ＡＬＦ千葉その他計","千葉他計","ｱﾙﾌﾚﾂｻ ﾁﾊﾞ ｿﾉﾀｹｲ","12000","千葉県","","","","","998","","51","","","1","69","69","","16","10"
"3003651","12/01/2023 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009999","12010","000","ＡＬＦ千葉その他計","千葉他計","ｱﾙﾌﾚﾂｻ ﾁﾊﾞ ｿﾉﾀｹｲ","12000","千葉県","","","","","997","","51","","","1","69","69","","16","10"
"3003652","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg45886","03/31/2026 11:21:52","PVU_XP_1302","13149","0000009900","14027","000","ＡＬＦ神奈川その他","神奈川他","ｱﾙﾌﾚﾂｻ ｶﾅｶﾞﾜ ｿﾉﾀ","14117","神奈川県横浜市青葉区荏田西１丁目","","","","","998","","51","","","1","69","69","","16","10"
"3003653","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg45886","03/31/2026 11:21:52","PVU_XP_1302","13149","0000009999","14027","000","ＡＬＦ神奈川その他","神奈川他","ｱﾙﾌﾚﾂｻ ｶﾅｶﾞﾜ ｿﾉﾀ","14117","神奈川県横浜市青葉区荏田西１丁目","","","","","997","","51","","","1","69","69","","16","10"
"3003654","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009900","15020","000","ＡＬＦ新潟その他計","新潟その他","ｱﾙﾌﾚﾂｻ ﾆｲｶﾞﾀ ｿﾉﾀｹｲ","15000","新潟県","","","","","998","","51","","","1","69","69","","16","10"
"3003655","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009999","15020","000","ＡＬＦ新潟その他計","新潟その他","ｱﾙﾌﾚﾂｻ ﾆｲｶﾞﾀ ｿﾉﾀｹｲ","15000","新潟県","","","","","997","","51","","","1","69","69","","16","10"
"3003656","12/01/2023 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009900","20004","000","長野山梨その他計","長野山梨他","ﾅｶﾞﾉﾔﾏﾅｼｿﾉﾀｹｲ","20000","長野県","","","","","998","","51","","","1","69","69","","16","10"
"3003657","12/01/2023 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009999","20004","000","長野山梨その他計","長野山梨他","ﾅｶﾞﾉﾔﾏﾅｼｿﾉﾀｹｲ","20000","長野県","","","","","997","","51","","","1","69","69","","16","10"
"3003658","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009900","22024","000","ＡＬＦ静岡その他計","静岡その他","ｱﾙﾌﾚﾂｻ ｼｽﾞｵｶ ｿﾉﾀｹｲ","22102","静岡県静岡市駿河区豊田３丁目８－６","","","","","998","","52","","","1","69","69","","16","10"
"3003659","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009999","22024","000","ＡＬＦ静岡その他計","静岡その他","ｱﾙﾌﾚﾂｻ ｼｽﾞｵｶ ｿﾉﾀｹｲ","22102","静岡県静岡市駿河区豊田３丁目８－６","","","","","997","","52","","","1","69","69","","16","10"
"3003660","12/01/2023 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009595","23052","000","特販支店（名古屋）計","特販名古計","ﾄｸﾊﾝｼﾃﾝ (ﾅｺﾞﾔ)ｹｲ","23103","愛知県名古屋市北区清水４丁目１４－１８","","","","","959","","52","","","3","69","69","","16","10"
"3003661","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009999","23052","000","ＡＬＦ愛知その他計","愛知その他","ｱﾙﾌﾚﾂｻ ｱｲﾁ ｿﾉﾀｹｲ","23000","愛知県","","","","","997","","52","","","3","69","69","","16","10"
"3003662","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009900","24012","000","ＡＬＦ三重その他計","三重その他","ｱﾙﾌﾚﾂｻ ﾐｴ ｿﾉﾀｹｲ","24000","三重県","","","","","998","","52","","","1","69","69","","16","10"
"3003663","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000009999","24012","000","ＡＬＦ三重その他計","三重その他","ｱﾙﾌﾚﾂｻ ﾐｴ ｿﾉﾀｹｲ","24000","三重県","","","","","997","","52","","","1","69","69","","16","10"
"3003664","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/05/2026 14:34:04","PVU_XP_1302","13149","0000009900","37001","000","四国ＡＬＦその他計","四国その他","ｼｺｸ ｱﾙﾌﾚﾂｻ ｿﾉﾀｹｲ","37201","香川県高松市亀井町４－２","","","","087-832-0100","115","","54","","","3","69","69","","19","10"
"3003665","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/05/2026 14:34:04","PVU_XP_1302","13149","0000009999","37001","000","四国ＡＬＦその他計","四国その他","ｼｺｸ ｱﾙﾌﾚﾂｻ ｿﾉﾀｹｲ","37201","香川県高松市亀井町４－２","","","","087-832-0100","110","","54","","","3","69","69","","19","10"
"3003666","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/05/2026 14:34:04","PVU_XP_1302","13149","0000009900","47007","000","琉薬その他計","琉薬その他","ﾘﾕｳﾔｸ ｿﾉﾀｹｲ","47208","沖縄県浦添市牧港５丁目６－５","","","","","030","","55","","","3","69","69","","19","10"
"3003667","01/23/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","01/07/2019 00:00:00","PVU_XP_1302","itg36186","03/05/2026 14:34:04","PVU_XP_1302","13149","0000009999","47007","000","琉薬その他計","琉薬その他","ﾘﾕｳﾔｸ ｿﾉﾀｹｲ","47208","沖縄県浦添市牧港５丁目６－５","","","","","920","","55","","","3","69","69","","19","10"
"3003668","10/04/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg36186","10/03/2025 10:22:39","PVU_XP_1302","37017","0000009999","39001","999","中澤氏家その他","中澤その他","ﾅｶｻﾞﾜｳｼﾞｹ ｿﾉﾀ","39201","高知県高知市大津乙","","","","","270","","54","","","1","69","69","","19","10"
"3003669","10/04/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg36186","10/03/2025 10:22:39","PVU_XP_1302","37017","0000001199","37010","000","愛媛その他計","愛媛他計","ｴﾋﾒ ｿﾉﾀｹｲ","38201","愛媛県松山市南高井町１８２８番地","","","","","069","","54","X","","3","69","69","","19","10"
"3003670","10/04/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg36186","10/03/2025 10:22:39","PVU_XP_1302","37017","0000001299","37010","000","徳島その他計","徳島他計","ﾄｸｼﾏ ｿﾉﾀｹｲ","36201","徳島県徳島市中吉野町１丁目１３","","","","","129","","54","X","","3","69","69","","19","10"
"3003671","10/04/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg36186","10/03/2025 10:22:39","PVU_XP_1302","37017","0000009900","37010","000","よんやくその他計","よんや他計","ﾖﾝﾔｸ ｿﾉﾀ ｹｲ","38000","愛媛県","","","","","142","","54","","","3","69","69","","19","10"
"3003672","10/04/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg36186","10/03/2025 10:22:39","PVU_XP_1302","37017","0000009999","37010","000","よんやくその他計","よんや他計","ﾖﾝﾔｸ ｿﾉﾀ ｹｲ","38000","愛媛県","","","","","141","","54","","","3","69","69","","19","10"
"3003673","10/04/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg36186","10/03/2025 10:22:39","PVU_XP_1302","37017","0000001499","39001","000","香川その他計","香川他計","ｶｶﾞﾜ ｿﾉﾀ ｹｲ","37387","香川県綾歌郡綾川町陶１１９３－７","","","","087-876-5162","259","","54","","","3","69","69","","19","10"
"3003674","10/04/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg36186","10/03/2025 10:22:39","PVU_XP_1302","37017","0000009900","39001","000","中澤氏家その他計","中澤他計","ﾅｶｻﾞﾜｳｼﾞｹ ｿﾉﾀ ｹｲ","39000","高知県","","","","","272","","54","","","1","69","69","","19","10"
"3003675","10/04/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg36186","10/03/2025 10:22:39","PVU_XP_1302","37017","0000009999","39001","000","中澤氏家その他計","中澤他計","ﾅｶｻﾞﾜｳｼﾞｹ ｿﾉﾀ ｹｲ","39000","高知県","","","","","271","","54","","","1","69","69","","19","10"
"3003676","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg45886","03/26/2026 16:24:38","PVU_XP_1302","04001","0000009999","03019","999","バイタル岩手その他","岩手その他","ﾊﾞｲﾀﾙｲﾜﾃ ｿﾉﾀ","03000","岩手県","","","","","890","","48","X","","3","69","69","","16","10"
"3003677","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg45886","03/26/2026 16:24:38","PVU_XP_1302","04001","0000009999","04001","999","バイタル宮城その他","宮城その他","ﾊﾞｲﾀﾙﾐﾔｷﾞ ｿﾉﾀ","04000","宮城県","","","","","840","","48","X","","1","69","69","","16","10"
"3003678","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg45886","03/26/2026 16:24:38","PVU_XP_1302","04001","0000009999","04042","999","バイタルその他","バイその他","ﾊﾞｲﾀﾙ ｿﾉﾀ","04000","宮城県","","","","","900","","48","","","2","69","69","","16","10"
"3003679","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg45886","03/26/2026 16:24:38","PVU_XP_1302","04001","0000009900","03019","000","バイタル岩手他計","岩手他計","ﾊﾞｲﾀﾙｲﾜﾃ ｿﾉﾀ ｹｲ","03000","岩手県","","","","","892","","48","","","3","69","69","","16","10"
"3003680","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg45886","03/26/2026 16:24:38","PVU_XP_1302","04001","0000009999","03019","000","バイタル岩手他計","岩手他計","ﾊﾞｲﾀﾙｲﾜﾃ ｿﾉﾀ ｹｲ","03000","岩手県","","","","","891","","48","","","3","69","69","","16","10"
"3003681","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg45886","03/26/2026 16:24:38","PVU_XP_1302","04001","0000009900","04001","000","バイタル宮城他計","宮城他計","ﾊﾞｲﾀﾙﾐﾔｷﾞ ｿﾉﾀ ｹｲ","04000","宮城県","","","","","842","","48","","","1","69","69","","16","10"
"3003682","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg45886","03/26/2026 16:24:38","PVU_XP_1302","04001","0000009999","04001","000","バイタル宮城他計","宮城他計","ﾊﾞｲﾀﾙﾐﾔｷﾞ ｿﾉﾀ ｹｲ","04000","宮城県","","","","","841","","48","","","1","69","69","","16","10"
"3003683","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg45886","03/26/2026 16:24:38","PVU_XP_1302","04001","0000000000","04042","000","代理店計","代理店計","ﾀﾞｲﾘﾃﾝ ｹｲ","04000","宮城県","","","","","905","","48","","","2","69","69","","16","10"
"3003684","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg45886","03/26/2026 16:24:38","PVU_XP_1302","04001","0000009900","04042","000","バイタルその他計","その他計","ﾊﾞｲﾀﾙ ｿﾉﾀ ｹｲ","04000","宮城県","","","","","902","","48","","","2","69","69","","16","10"
"3003685","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/08/2019 00:00:00","PVU_XP_1302","itg45886","03/26/2026 16:24:38","PVU_XP_1302","04001","0000009999","04042","000","バイタルその他計","その他計","ﾊﾞｲﾀﾙ ｿﾉﾀ ｹｲ","04000","宮城県","","","","","901","","48","","","2","69","69","","16","10"
