"Dairiten_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","DairitenName_KJKC","DairitenName_KJ","DairitenName_KJR","DairitenName_KJK","DairitenName_KN","DairitenName_KNR","Shiten_CD","Chiku_CD","Jusho_CD","Banchi_KJ","Banchi_KN","TEL_NO","FAX_NO","DairitenKanri_KBN","Dairiten_KBN","TorihikiKaishi_DT","TorihikiChushi_DT","Toroku_DT","ChikiHokatsu_CD"
"12004","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","（株）スズケン千葉営業部","（株）スズケン千葉営業部","スズケン千葉営業部","Ｓ・千葉","KK ｽｽﾞｹﾝ ﾁﾊﾞｴｲｷﾞﾖｳﾌﾞ","ｽｽﾞｹﾝ ﾁﾊﾞ","51","","","","","043-254-4151","0472-54-3440","","1","19000101","","19000101",""
"12008","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","東邦薬品（株）千葉営業部","東邦薬品（株）千葉営業部","東邦薬品千葉営業部","東邦千葉","ﾄｳﾎｳ ﾔｸﾋﾝ KK ﾁﾊﾞ","ﾄｳﾎｳ ﾁﾊﾞ","51","","","","","043-254-2020","","","1","19000101","","19000101",""
"12010","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","アルフレッサ（株）千葉","アルフレッサ（株）千葉","アルフレッサ千葉","ＡＦ千葉","ｱﾙﾌﾚﾂｻ ﾁﾊﾞ","AF ﾁﾊﾞ","51","","","","","043-265-9690","","","1","19000101","","19000101",""
"12033","11/01/2016 00:00:00","12/31/9999 00:00:00","0","ecl05317","03/29/2018 18:50:00","803001","ecl05317","03/29/2018 18:50:00","803001","（株）ＰＡＬＴＡＣ東京支社　第一営業部","（株）ＰＡＬＴＡＣ東京第一","ＰＡＬＴＡＣ東京第一","ＰＴ東京一","ﾊﾟﾙﾀﾂｸﾄｳｷﾖｳﾀﾞｲｲﾁ","ﾊﾟﾙﾄｳｷﾖｳｲﾁ","51","","","","","03-6367-7904","03-6367-7924","","1","20030916","","20030924",""
"12037","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）メディセオ千葉統括営業部","メディセオ千葉統括営業部","メディセオ千葉統括","ＭＣ千葉","ﾒﾃﾞｲｾｵ ﾁﾊﾞ ﾄｳｶﾂ","MCﾁﾊﾞ","51","","","","","0000-00-0000","","","1","20091001","","20090917",""
"12888","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","千葉の代理店","千葉の代理店","千葉の代理店","千・代理店","ﾁﾊﾞ ﾉ ﾀﾞｲﾘﾃﾝ","ﾁﾊﾞ","51","","","","","0000-00-0000","","","9","19000101","","19000101",""
"12889","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","千葉の代理店","千葉の代理店","千葉の代理店","千・代理店","ﾁﾊﾞﾉ ﾀﾞｲﾘﾃﾝ","ﾁﾊﾞ","51","","","","","0000-00-0000","","","9","19000101","","19000101",""
"13001","05/08/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","05/08/2019 10:46:14","PVU_EX_1400","itg40916","05/08/2019 12:05:12","PVU_EX_1400","株式会社メッツ","株式会社メッツ","（株）メッツ","メッツ","ｶﾌﾞｼｷｶﾞｲｼｬﾒｯﾂ","ﾒｯﾂ","51","","","","","03-3888-8445","03-3888-8443","","1","20190508","","20190508",""
"13002","04/25/2022 00:00:00","12/31/9999 00:00:00","0","itg19647","04/25/2022 15:53:45","PVU_EX_1400","itg19647","04/25/2022 15:53:45","PVU_EX_1400","ＥＡファーマの代理店","ＥＡファーマの代理店","ＥＡファーマの代理店","ＥＡ代理店","EAﾌｧｰﾏﾉﾀﾞｲﾘﾃﾝ","EAﾉﾀﾞｲﾘﾃﾝ","51","","","","","","","","9","20220425","","20220425",""
"13003","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","イワキ株式会社","イワキ株式会社","イワキ","イワキ","ｲﾜｷ KK","ｲﾜｷ","51","","","","","0000-00-0000","","","1","19000101","","19000101",""
"13004","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/03/2026 10:12:45","PVU_EX_1400","itg36186","03/03/2026 10:12:45","PVU_EX_1400","アルフレッサ（株）共同仕入部","アルフレッサ共同仕入部","アルフレッサ共同仕","ＡＦ共同仕","ｱﾙﾌﾚﾂｻ ｷﾖｳﾄﾞｳｼｲﾚ","AF ｷﾖｳﾄﾞｳｼ","51","","","","","","","","1","","","20260401",""
"13010","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","酒井薬品（株）","酒井薬品（株）","酒井薬品","酒井","ｻｶｲ ﾔｸﾋﾝ KK","ｻｶｲ","51","","","","","0000-00-0000","","","1","19000101","","19000101",""
"13012","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl05317","03/29/2018 18:50:00","803001","ecl05317","03/29/2018 18:50:00","803001","アルフレッサヘルスケア（株）","アルフレッサヘルスケア（株","アルフレッサヘルスケ","アルフＨＣ","ｱﾙﾌﾚﾂｻﾍﾙｽｹｱ","ｱﾙﾌﾚﾂｻHC","51","","","","","03-3639-6286","","","1","19000101","","19000101",""
"13013","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:32:41","PVU_EX_1400","itg46273","09/12/2025 11:32:41","PVU_EX_1400","東邦薬品（株）東京営業部","東邦薬品（株）東京営業部","東邦薬品東京営業部","東邦東京","ﾄｳﾎｳ ﾔｸﾋﾝ KK ﾄｳｷﾖｳ","ﾄｳﾎｳﾄｳｷﾖｳ","51","","","","","0000-00-0000","","","1","19000101","","19000101",""
"13014","09/12/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","09/12/2025 10:24:57","PVU_EX_1400","itg45886","09/12/2025 10:30:08","PVU_EX_1400","東邦薬品グループ","東邦薬品グループ","東邦薬品Ｇ","東邦Ｇ","ﾄｳﾎｳ ﾔｸﾋﾝ G","ﾄｳﾎｳ G","51","","","","","0000-00-0000","","","1","","","20241028",""
"13015","11/01/2024 00:00:00","12/31/9999 00:00:00","0","itg45886","10/28/2024 15:07:57","PVU_EX_1400","itg45886","10/28/2024 15:07:57","PVU_EX_1400","東邦薬品（株）","東邦薬品（株）","東邦薬品","東邦","ﾄｳﾎｳ ﾔｸﾋﾝ KK","ﾄｳﾎｳ","51","","","","","0000-00-0000","","","1","","","20241101",""
"13017","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/16/2026 16:52:46","PVU_EX_1400","itg37786","02/16/2026 16:52:46","PVU_EX_1400","アルフレッサ（株）東京営業本部","アルフレッサ東京","アルフレッサ東京","ＡＦ東京","ｱﾙﾌﾚﾂｻ ﾄｳｷｮｳ","AF ﾄｳｷﾖｳ","51","","","","","0000-00-0000","","","1","19000101","","19000101",""
"13038","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","森川産業株式会社","森川産業株式会社","森川産業","森川産業","ﾓﾘｶﾜｻﾝｷﾞﾖｳ KK","ﾓﾘｶﾜｻﾝｷﾞﾖｳ","51","","","","","03-3866-8236","03-3864-4318","","3","19900801","","19900718",""
"13049","04/01/2017 00:00:00","12/31/9999 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","積水メディカル株式会社","積水メディカル株式会社","積水メディカル（株）","積水メディ","ｾｷｽｲﾒﾃﾞｲｶﾙｶﾌﾞｼｷｶｲｼﾔ","ｾｷｽｲ","88","","","","","03-3272-0689","","","1","19910301","","19910227",""
"13078","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）バイタルネット東京","（株）バイタルネット東京","バイタルネット東京","ＶＮ東京","ﾊﾞｲﾀﾙﾈﾂﾄ ﾄｳｷﾖｳ","ﾊﾞｲﾀﾙﾈﾂﾄﾄｳ","51","","","","","03-5433-4511","","","1","20010101","","19980603",""
"13079","09/12/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:18:48","PVU_EX_1400","itg46273","09/12/2025 11:18:48","PVU_EX_1400","（株）バイタルケーエスケー・ホールディングス","バイタルケーエスケーＨＤ","バイタルケーエスケー","ＶＮＫＳＫ","ﾊﾞｲﾀﾙｹｰｴｽｹｰHD","ﾊﾞｲﾀﾙｹｰｴｽ","51","","","","","03-5433-4511","","","1","","","20250912",""
"13093","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl04904","03/29/2018 18:50:00","803001","ecl04904","03/29/2018 18:50:00","803001","中央物産株式会社","中央物産株式会社","中央物産（株）","中央物産","ﾁﾕｳｵｳﾌﾞﾂｻﾝKK","ﾁﾕｳｵｳﾌﾞﾂｻﾝ","51","","","","","03-3796-5082","03-3401-0493","","3","19991001","","19990924",""
"13099","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）マルタケ東京","（株）マルタケ東京","マルタケ東京支店","マルタケ東","KK ﾏﾙﾀｹ ﾄｳｷﾖｳｼﾃﾝ","ﾏﾙﾀｹ ﾄｳｷﾖｳ","51","","","","","03-3297-8611","03-3297-8601","","1","19000101","","19000101",""
"13147","09/12/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","09/12/2025 10:25:50","PVU_EX_1400","itg45886","09/12/2025 10:25:50","PVU_EX_1400","アルフレッサグループ","アルフレッサグループ","アルフレッサＧ","アルフレッ","ｱﾙﾌﾚﾂｻ G","ｱﾙﾌﾚﾂｻ G","51","","","","","0000-00-0000","","","1","","","20241101",""
"13148","11/01/2024 00:00:00","12/31/9999 00:00:00","0","itg39895","10/28/2024 16:10:31","PVU_EX_1400","itg39895","10/28/2024 16:10:31","PVU_EX_1400","アルフレッサ（株）","アルフレッサ（株）","アルフレッサ","アルフレッ","ｱﾙﾌﾚﾂｻ KK","ｱﾙﾌﾚﾂｻ KK","51","","","","","0000-00-0000","","","1","","","20241101",""
"13149","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/17/2026 16:38:08","PVU_EX_1400","itg37786","02/17/2026 16:38:08","PVU_EX_1400","アルフレッサ（株）医薬営業統括本部","アルフレッサ医薬営業","アルフレッサ医薬営業","ＡＦ医薬営","ｱﾙﾌﾚﾂｻ ｲﾔｸｴｲｷﾞｮｳ","AF ｲﾔｸ","51","","","","","0000-00-0000","","","1","20041001","","20040902",""
"13153","02/08/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 15:53:18","PVU_EX_1400","itg40916","02/08/2019 15:53:18","PVU_EX_1400","シ－エス薬品（株）関東営業","シ－エス薬品（株）関東営業","シーエス関東営業部","ＣＳ関東営","ｼ-ｴｽｶﾝﾄｳｴｲｷﾞﾖｳ","ｼ-ｴｽｶﾝﾄｳ","51","","","","","03-3817-3967","","","1","20050627","20190208","20050627",""
"13157","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","株式会社　大木","株式会社　大木","（株）大木","大木","KK ｵｵｷ","ｵｵｷ","51","","","","","0000-00-0000","","","1","20080808","","20080808",""
"13159","11/01/2024 00:00:00","12/31/9999 00:00:00","0","itg39895","10/28/2024 16:15:05","PVU_EX_1400","itg39895","10/28/2024 16:15:05","PVU_EX_1400","（株）メディセオ","（株）メディセオ","（株）メディセオ","ＭＣ","ﾒﾃﾞｲｾｵ","ﾒﾃﾞｲｾｵ","51","","","","","0000-00-0000","","","1","","","20241101",""
"13160","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:44:59","PVU_EX_1400","itg46273","09/12/2025 11:44:59","PVU_EX_1400","（株）メディセオ東京統括営業部","メディセオ東京統括営業部","メディセオ東京統括","ＭＣ東京","ﾒﾃﾞｲｾｵ ﾄｳｷﾖｳ ﾄｳｶﾂ","MCﾄｳｷﾖｳ","51","","","","","0000-00-0000","","","1","20091001","","20090917",""
"13161","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/20/2026 14:45:01","PVU_EX_1400","itg37786","02/20/2026 14:45:01","PVU_EX_1400","（株）メディセオメディカル営業本部","メディセオメディカル営本部","メディカル営業本部","ＭＣメディ","ﾒﾃﾞｲｾｵ ﾒﾃﾞｨｶﾙｴｲｷﾞｮｳ","MCﾒﾃﾞｨｶﾙ","51","","","","","0000-00-0000","","","1","20091001","","20090917",""
"13162","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/20/2026 14:55:02","PVU_EX_1400","itg37786","02/20/2026 14:55:02","PVU_EX_1400","メディセオ首都圏グループ営業部","メディセオ首都圏Ｇ営業部","メディセオ首都圏Ｇ","ＭＣ首都圏","ﾒﾃﾞｲｾｵ ｼﾕﾄｹﾝｸﾞﾙ-ﾌﾟ","MCｼﾕﾄｹﾝ","51","","","","","0000-00-0000","","","1","20091001","","20091001",""
"13163","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）スズケン東京中央営業部","スズケン東京中央営業部","スズケン東京中央","Ｓ東京中央","ｽｽﾞｹﾝ ﾄｳｷﾖｳﾁﾕｳｵｳ","ｽｽﾞｹﾝﾄｳﾁﾕｳ","51","","","","","0000-00-0000","","","1","20101101","","20101012",""
"13164","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）スズケン東京病院営業部","スズケン東京病院営業部","スズケン東京病院","Ｓ東京病院","ｽｽﾞｹﾝ ﾄｳｷﾖｳﾋﾞﾖｳｲﾝ","ｽｽﾞｹﾝﾄｳﾋﾞﾖ","51","","","","","0000-00-0000","","","1","20101101","","20101012",""
"13165","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）スズケン東京多摩営業部","スズケン東京多摩営業部","スズケン東京多摩","Ｓ東京多摩","ｽｽﾞｹﾝ ﾄｳｷﾖｳﾀﾏ","ｽｽﾞｹﾝﾄｳﾀﾏ","51","","","","","0000-00-0000","","","1","20101101","","20101012",""
"13180","04/15/2019 00:00:00","12/31/9999 00:00:00","0","itg04213","04/15/2019 13:29:54","PVU_EX_1400","itg04213","04/15/2019 13:29:54","PVU_EX_1400","（株）メディセオ南東京統括営業部","メディセオ南東京統括営業部","メディセオ南東京統括","ＭＣ南東京","ﾒﾃﾞｲｾｵﾐﾅﾐﾄｳｷﾖｳ","ﾒﾃﾞｲｾｵﾐﾅﾐﾄ","51","","","","","044-740-8089","","","1","20130701","20190415","20130627",""
"13181","04/09/2019 00:00:00","12/31/9999 00:00:00","0","itg36186","04/09/2019 14:51:18","PVU_EX_1400","itg36186","04/09/2019 14:51:18","PVU_EX_1400","（株）リードＨＣ　首都圏営業部","（株）リードＨＣ　首都圏","リードＨＣ首都圏","ＲＨＣ首都","ﾘ-ﾄﾞﾍﾙｽｹｱｼﾕﾄｹﾝｴｲｷﾞﾖｳ","ﾘ-ﾄﾞｼﾕﾄｹﾝ","51","","","","","03-5614-5130","03-3249-3850","","1","20130930","","20130926",""
"13193","01/01/2017 00:00:00","12/31/9999 00:00:00","0","ecl07060","03/29/2018 18:50:00","803001","ecl07060","03/29/2018 18:50:00","803001","株式会社　全老健共済会","全老健共済会","全老健共済会","全老健共済","ｾﾞﾝﾛｳｹﾝｷﾖｳｻｲｶｲ","ｾﾞﾝﾛｳｹﾝｷﾖｳ","50","","","","","03-5425-6900","","","1","20160920","","20160920",""
"13200","09/01/2017 00:00:00","12/31/9999 00:00:00","0","ecl04750","03/29/2018 18:50:00","803001","ecl04750","03/29/2018 18:50:00","803001","ＨＳ","ＨＳ","ＨＳ","ＨＳ","ｴｲﾁｴｽ","ｴｲﾁｴｽ","49","","","","","03-3817-5000","","","1","20170920","","20170920",""
"13201","10/09/2019 00:00:00","12/31/9999 00:00:00","0","itg19647","10/09/2019 10:14:11","PVU_EX_1400","itg19647","10/09/2019 10:14:11","PVU_EX_1400","社会医療法人北斗会　メデックス","医）北斗会メデックス","ＢＢＯＳ１","ＢＢＯＳ１","ﾋﾞ-ﾎﾞｽ1","ﾋﾞ-ﾎﾞｽ1","50","","","","","06-6865-1203","","","1","20171001","20190930","20171004",""
"13214","04/01/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","03/31/2018 16:23:32","PVU_EX_1400","itg04213","03/31/2018 16:23:32","PVU_EX_1400","ヘルシーフード株式会社","ヘルシーフード株式会社","ヘルシーフード株式会","ヘルシーフ","ﾍﾙｼ-ﾌ-ﾄﾞｶﾌﾞｼｷｶﾞｲｼﾔ","ﾍﾙｼ-ﾌ-ﾄﾞ","51","","","","","042-581-1191","","","1","20180401","","20180402",""
"13217","03/01/2019 00:00:00","12/31/9999 00:00:00","0","itg04213","02/15/2019 13:50:35","PVU_EX_1400","itg04213","02/15/2019 14:14:31","PVU_EX_1400","セコムメディファーマ株式会社","セコムメディファーマ（株）","ＳＭＰ","ＳＭＰ","ｴｽｴﾑﾋﾟ-","ｴｽｴﾑﾋﾟ-","50","","","","","03-5775-8158","03-5775-9005","","1","20190301","","20190301",""
"13777","04/01/2013 00:00:00","12/31/9999 00:00:00","0","eclbatch","03/29/2018 18:50:00","803001","eclbatch","03/29/2018 18:50:00","803001","自衛隊本部","自衛隊本部","自衛隊本部","自衛隊本部","ｼﾞｴｲﾀｲﾎﾝﾌﾞ","ｼﾞｴｲﾀｲﾎﾝﾌﾞ","51","","","","","0000-00-0000","","","1","20030911","","20030916",""
"13803","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","（株）井田両国堂","（株）井田両国堂","井田両国堂","井田両国堂","KK ｲﾀﾞ ﾘﾖｳｺﾞｸﾄﾞｳ","ｲﾀﾞﾘﾖｳｺﾞｸ","51","","","","","03-3866-9631","03-3866-9638","","3","19000101","","19000101",""
"13888","04/01/2013 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","東京の代理店","東京の代理店","東京の代理店","東京","ﾄｳｷﾖｳﾉ ﾀﾞｲﾘﾃﾝ","ﾄｳｷﾖｳ","51","","","","","0000-00-0000","","","9","19000101","","19000101",""
"13889","04/01/2013 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","東京の代理店","東京の代理店","東京の代理店","東・代理店","ﾄｳｷﾖｳﾉ ﾀﾞｲﾘﾃﾝ","ﾄｳｷﾖｳ","51","","","","","0000-00-0000","","","9","19000101","","19000101",""
"13982","02/08/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:07:37","PVU_EX_1400","itg40916","02/08/2019 10:07:37","PVU_EX_1400","丹平中田（株）新","丹平中田（株）新","丹平中田新","丹平中田新","ﾀﾝﾍﾟｲ ﾅｶﾀ KKｼﾝ","ﾀﾝﾍﾟｲ ﾅｶﾀｼ","51","","","","","0000-00-0000","","","1","20110811","20190208","20110811",""
"13983","04/03/2025 00:00:00","12/31/9999 00:00:00","0","itg19647","04/03/2025 13:42:09","PVU_EX_1400","itg19647","04/03/2025 13:42:09","PVU_EX_1400","アルフレッサヘルスケア（株）関東支社","アルフレッサＨＣ関東支社","アルフレッサＨＣ関東","アルフ関東","ｱﾙﾌﾚﾂｻﾍﾙｽｹｱｶﾝﾄｳ","ｱﾙﾌｶﾝﾄｳ","51","","","","","03-5673-2800","","","1","20110907","","20110907",""
"13984","04/01/2017 00:00:00","12/31/9999 00:00:00","0","ecl05317","03/29/2018 18:50:00","803001","ecl05317","03/29/2018 18:50:00","803001","アルフレッサヘルスケア（株）広域支社","アルフレッサＨＣ広域支社","アルフレッサ広域支社","アルフ広域","ｱﾙﾌﾚﾂｻﾍﾙｽｹｱｺｳｲｷｼｼﾔ","ｱﾙﾌｺｳｲｷ","51","","","","","03-5673-2800","","","1","20110907","","20110907",""
"13985","02/08/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:10:54","PVU_EX_1400","itg40916","02/08/2019 10:10:54","PVU_EX_1400","アルフレッサヘルスケア（株）広域第二支社","アルフレッサＨＣ広域第二","アルフレッサ広域第二","アルフ広二","ｱﾙﾌﾚﾂｻﾍﾙｽｹｱｺｳｲｷﾆ","ｱﾙﾌｺｲｷﾆ","51","","","","","03-3639-6287","","","1","20110907","20190208","20110909",""
"13986","02/08/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:13:37","PVU_EX_1400","itg40916","02/08/2019 10:13:37","PVU_EX_1400","アルフレッサヘルスケア（株）広域第三支社","アルフレッサＨＣ広域第三","アルフレッサ広域第三","アルフ広三","ｱﾙﾌﾚﾂｻﾍﾙｽｹｱｺｳｲｷｻﾝ","ｱﾙﾌｺｳｲｷｻﾝ","51","","","","","03-3639-6287","","","1","20110907","20190208","20110909",""
"13990","02/01/2014 00:00:00","12/31/9999 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","ＤＣＢ販路統計代理店","ＤＣＢ販路統計代理店","ＤＣＢ販路代理店","ＤＣＢ販路","DCBﾊﾝﾛﾀﾞｲﾘﾃﾝ","DCBﾊﾝﾛ","51","","","","","0000-00-0000","","","9","20140204","","20140130",""
"14001","05/08/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","05/08/2018 15:13:25","PVU_EX_1400","itg04213","05/08/2018 15:42:19","PVU_EX_1400","神奈川東和薬品株式会社","神奈川東和薬品株式会社","神奈川東和薬品","神奈川東和","ｶﾅｶﾞﾜﾄｳﾜﾔｸﾋﾝ ｶﾌﾞ","ｶﾅｶﾞﾜﾄｳﾜ","51","","","","","0467-74-7091","0467-74-7094","","1","20180508","","20180508",""
"14002","05/08/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","05/08/2018 15:24:46","PVU_EX_1400","itg04213","05/08/2018 15:40:22","PVU_EX_1400","相模薬品株式会社","相模薬品株式会社","相模薬品株式会社","相模薬品","ｻｶﾞﾐﾔｸﾋﾝｶﾌﾞｼｷｶｲｼﾔ","ｻｶﾞﾐﾔｸﾋﾝ","51","","","","","0463-79-6300","0463-23-9566","","1","20150508","","20180508",""
"14005","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","（株）スズケン横浜営業部","（株）スズケン横浜営業部","スズケン横浜営業部","Ｓ・横浜","KK ｽｽﾞｹﾝﾖｺﾊﾏｴｲｷﾞﾖｳﾌﾞ","ｽｽﾞｹﾝ ﾖｺﾊﾏ","51","","","","","0000-00-0000","","","1","19000101","","19000101",""
"14016","12/03/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","12/03/2018 15:09:33","PVU_EX_1400","itg04213","12/03/2018 15:09:33","PVU_EX_1400","中北薬品（株）","中北薬品（株）","中北薬品","中北薬品","ﾅｶｷﾀ ﾔｸﾋﾝ KK","ﾅｶｷﾀ","51","","","","","0000-00-0000","","","1","19000101","20181202","19000101",""
"14025","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","東邦薬品（株）神奈川営業部","東邦薬品（株）神奈川営業部","東邦薬品神奈川営業部","東邦神奈川","ﾄｳﾎｳ ﾔｸﾋﾝ KK ｶﾅｶﾞﾜ","ﾄｳﾎｳ ｶﾅｶﾞﾜ","51","","","","","0000-00-0000","","","1","19000101","","19000101",""
"14027","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/18/2026 11:22:02","PVU_EX_1400","itg37786","02/18/2026 11:22:02","PVU_EX_1400","アルフレッサ（株）メディカル営業本部","アルフレッサメディカル","メディカル営業本部","メディ営本","ｱﾙﾌﾚﾂｻ ﾒﾃﾞｨｶﾙｴｲｷﾞｮｳ","AFﾒﾃﾞｨｶﾙ","51","","","","","0000-00-0000","","","1","19000101","","19000101",""
"14034","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","（株）スズケン湘南営業部","（株）スズケン湘南営業部","スズケン湘南営業部","Ｓ・湘南","KKｽｽﾞｹﾝｼﾖｳﾅﾝｴｲｷﾞﾖｳﾌﾞ","ｽｽﾞｹﾝｼﾖｳﾅﾝ","51","","","","","0462-27-6311","0462-27-6204","","1","19960105","","19960125",""
"14053","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl04960","03/29/2018 18:50:00","803001","ecl04960","03/29/2018 18:50:00","803001","（株）Ｐａｌｔａｃ横浜支社","（株）Ｐａｌｔａｃ横浜支社","Ｐａｌｔａｃ横浜支社","ＰＴ横浜","KK.ﾊﾟﾙﾀﾂｸﾖｺﾊﾏｼｼﾔ","KK.ﾊﾟﾙﾖｺﾊﾏ","51","","","","","046-252-2203","046-252-2211","","1","19981001","","20060922",""
"14056","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）メディセオ神奈川統括営業部","メディセオ神奈川統括営業部","メディセオ神奈川統括","ＭＣ神奈川","ﾒﾃﾞｲｾｵ ｶﾅｶﾞﾜ ﾄｳｶﾂ","MCｶﾅｶﾞﾜ","51","","","","","0000-00-0000","","","1","20091001","","20100928",""
"14059","10/01/2017 00:00:00","12/31/9999 00:00:00","0","ecl05317","03/29/2018 18:50:00","803001","ecl05317","03/29/2018 18:50:00","803001","アルフレッサヘルスケア（株）神奈川甲信越支社","アルフレッサＨＣ神甲支社","アルフレッサＨＣ神甲","アルフ神甲","ｱﾙﾌﾚﾂｻﾍﾙｽｹｱｶﾅｺｳ","ｱﾙﾌｶﾅｺｳ","51","","","","","045-413-2296","045-413-2295","","1","20171001","","20171003",""
"14888","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","神奈川の代理店","神奈川の代理店","神奈川の代理店","神・代理店","ｶﾅｶﾞﾜ ﾉ ﾀﾞｲﾘﾃﾝ","ｶﾅｶﾞﾜ","51","","","","","0000-00-0000","","","9","19000101","","19000101",""
"14889","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","神奈川の代理店","神奈川の代理店","神奈川の代理店","神・代理店","ｶﾅｶﾞﾜﾉ ﾀﾞｲﾘﾃﾝ","ｶﾅｶﾞﾜ","51","","","","","0000-00-0000","","","9","19000101","","19000101",""
