"EisaiOroshiSoshiki_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","KeishoMotoRecord_KEY","KeishoSakiRecord_KEY","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","EisaiOroshi_CD","OroshiSoshikiKaiso_LEVEL","OroshiSoshikiCode_FULL","OroshiSoshikiName_FULL","OroshiSoshikiCode_PART","OroshiSoshikiName_PART","OroshiSoshikiBottom_FLG","TEL_NO","Jusho_CD","ZIP_CD","Jusho_KJ","Data_Status"
"6573","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14135","営業本部／兵庫第一営業部／洲本支店／業務","5","業務","0","","","","","0"
"6574","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","37","5","14135X","営業本部／兵庫第一営業部／洲本支店／業務／洲本業務（廃止）","X","洲本業務（廃止）","1","","","","","0"
"6575","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","3","1414","営業本部／兵庫第一営業部／西神支店","14","西神支店","0","","","","","0"
"6576","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14141","営業本部／兵庫第一営業部／西神支店／１チーム","1","１チーム","0","","","","","0"
"6577","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5401411","兵庫第一営業部／西神支店／１課／＊","1","＊","1","","","","","0"
"6578","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14142","営業本部／兵庫第一営業部／西神支店／２チーム","2","２チーム","0","","","","","0"
"6579","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5401421","兵庫第一営業部／西神支店／２課／＊","1","＊","1","","","","","0"
"6580","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14143","営業本部／兵庫第一営業部／西神支店／３チーム","3","３チーム","0","","","","","0"
"6581","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/22/2017 15:01:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5401431","兵庫第一営業部／西神支店／３課／＊","1","＊","1","","","","","0"
"6582","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/22/2017 15:01:55","PVU-1010","itg39895","04/01/2024 14:26:07","PVU_XP_1102","37","4","5401432","兵庫第一営業部／西神支店／３課／２係（２０２４．０４廃止）","2","２係（２０２４．０４廃止）","1","","","","","0"
"6583","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14145","営業本部／兵庫第一営業部／西神支店／業務","5","業務","0","","","","","0"
"6584","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","37","5","14145X","営業本部／兵庫第一営業部／西神支店／業務／西神業務（廃止）","X","西神業務（廃止）","1","","","","","0"
"6585","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","3","1416","営業本部／兵庫第一営業部／神戸第二支店","16","神戸第二支店","0","","","","","0"
"6586","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14161","営業本部／兵庫第一営業部／神戸第二支店／１チーム","1","１チーム","0","","","","","0"
"6587","04/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/22/2017 15:01:55","PVU-1010","itg36186","03/22/2017 15:01:55","PVU-1010","37","4","5401611","兵庫第一営業部／神戸第二支店（２０１７．０４廃止）／１課／１係","1","１係","1","","","","","0"
"6588","04/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/22/2017 15:01:55","PVU-1010","itg36186","03/22/2017 15:01:55","PVU-1010","37","4","5401612","兵庫第一営業部／神戸第二支店（２０１７．０４廃止）／１課／２係","2","２係","1","","","","","0"
"6589","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14162","営業本部／兵庫第一営業部／神戸第二支店／２チーム","2","２チーム","0","","","","","0"
"6590","04/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/22/2017 15:01:55","PVU-1010","itg36186","03/22/2017 15:01:55","PVU-1010","37","4","5401621","兵庫第一営業部／神戸第二支店（２０１７．０４廃止）／２課／１係","1","１係","1","","","","","0"
"6591","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14165","営業本部／兵庫第一営業部／神戸第二支店／業務","5","業務","0","","","","","0"
"6592","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","37","5","14165X","営業本部／兵庫第一営業部／神戸第二支店／業務／神戸第二業務（廃止）","X","神戸第二業務（廃止）","1","","","","","0"
"6593","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","3","1431","営業本部／兵庫第一営業部／尼崎支店","31","尼崎支店","0","","","","","0"
"6594","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14311","営業本部／兵庫第一営業部／尼崎支店／１チーム","1","１チーム","0","","","","","0"
"6595","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5403111","兵庫第一営業部／尼崎支店／１課／＊","1","＊","1","","","","","0"
"6596","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14312","営業本部／兵庫第一営業部／尼崎支店／２チーム","2","２チーム","0","","","","","0"
"6597","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5403121","兵庫第一営業部／尼崎支店／２課／＊","1","＊","1","","","","","0"
"6598","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg39895","04/01/2024 14:26:07","PVU_XP_1102","37","4","5403122","兵庫第一営業部／尼崎支店／２課／２係（２０２４．０４廃止）","2","２係（２０２４．０４廃止）","1","","","","","0"
"6599","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14315","営業本部／兵庫第一営業部／尼崎支店／業務","5","業務","0","","","","","0"
"6600","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","37","5","14315X","営業本部／兵庫第一営業部／尼崎支店／業務／尼崎業務（廃止）","X","尼崎業務（廃止）","1","","","","","0"
"6601","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","3","1433","営業本部／兵庫第一営業部／尼崎東第一支店","33","尼崎東第一支店","0","","","","","0"
"6602","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14331","営業本部／兵庫第一営業部／尼崎東第一支店／１チーム","1","１チーム","0","","","","","0"
"6603","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5403311","兵庫第一営業部／尼崎東支店／１課／＊","1","＊","1","","","","","0"
"6604","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14332","営業本部／兵庫第一営業部／尼崎東第一支店／２チーム","2","２チーム","0","","","","","0"
"6605","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5403321","兵庫第一営業部／尼崎東支店／２課／＊","1","＊","1","","","","","0"
"6606","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg39895","04/01/2024 14:26:07","PVU_XP_1102","37","4","5403322","兵庫第一営業部／尼崎東支店／２課／２係（２０２４．０４廃止）","2","２係（２０２４．０４廃止）","1","","","","","0"
"6607","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14335","営業本部／兵庫第一営業部／尼崎東第一支店／業務","5","業務","0","","","","","0"
"6608","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","37","5","14335X","営業本部／兵庫第一営業部／尼崎東第一支店／業務／尼崎東業務（廃止）","X","尼崎東業務（廃止）","1","","","","","0"
"6609","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","3","1434","営業本部／兵庫第一営業部／尼崎東第二支店","34","尼崎東第二支店","0","","","","","0"
"6610","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14341","営業本部／兵庫第一営業部／尼崎東第二支店／１チーム","1","１チーム","0","","","","","0"
"6611","04/01/2016 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/24/2016 15:07:19","PVU-1010","itg36186","03/24/2016 15:07:19","PVU-1010","37","4","5403411","兵庫第一営業部／尼崎東第二支店（２０１６．０４廃止）／１チーム／１ブロック","1","１ブロック","1","","","","","0"
"6612","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14342","営業本部／兵庫第一営業部／尼崎東第二支店／２チーム","2","２チーム","0","","","","","0"
"6613","04/01/2016 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/24/2016 15:07:19","PVU-1010","itg36186","03/24/2016 15:07:19","PVU-1010","37","4","5403421","兵庫第一営業部／尼崎東第二支店（２０１６．０４廃止）／２チーム／１ブロック","1","１ブロック","1","","","","","0"
"6614","04/01/2016 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/24/2016 15:07:19","PVU-1010","itg36186","03/24/2016 15:07:19","PVU-1010","37","4","5403422","兵庫第一営業部／尼崎東第二支店（２０１６．０４廃止）／２チーム／２ブロック","2","２ブロック","1","","","","","0"
"6615","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14345","営業本部／兵庫第一営業部／尼崎東第二支店／業務","5","業務","0","","","","","0"
"6616","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","37","5","14345X","営業本部／兵庫第一営業部／尼崎東第二支店／業務／尼崎東第二業務（廃止）","X","尼崎東第二業務（廃止）","1","","","","","0"
"6617","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","3","1441","営業本部／兵庫第一営業部／神戸北支店","41","神戸北支店","0","","","","","0"
"6618","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14411","営業本部／兵庫第一営業部／神戸北支店／１チーム","1","１チーム","0","","","","","0"
"6619","04/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg36186","04/08/2019 10:57:49","PVU_XP_1102","37","4","5404111","兵庫第一営業部／西神第二支店（２０１９．０４廃止）／１課／１係","1","１係","1","","","","","2"
"6620","04/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg36186","04/08/2019 10:57:49","PVU_XP_1102","37","4","5404112","兵庫第一営業部／西神第二支店（２０１９．０４廃止）／１課／２係","2","２係","1","","","","","2"
"6621","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","14415","営業本部／兵庫第一営業部／神戸北支店／業務","5","業務","0","","","","","0"
"6622","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","37","5","14415X","営業本部／兵庫第一営業部／神戸北支店／業務／神戸北業務（廃止）","X","神戸北業務（廃止）","1","","","","","0"
"6623","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","2","15","営業本部／兵庫第二営業部","5","兵庫第二営業部","0","","","","","0"
"6624","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:59:22","PVU-1010","itg37109","11/04/2015 10:59:22","PVU-1010","37","3","1508","営業本部／兵庫第二営業部／ＰＣ兵庫","08","ＰＣ兵庫","0","","","","","0"
"6625","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:59:22","PVU-1010","itg37109","11/04/2015 10:59:22","PVU-1010","37","4","15081","営業本部／兵庫第二営業部／ＰＣ兵庫／１チーム","1","１チーム","0","","","","","0"
"6626","07/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5500811","兵庫第二営業部／ＰＣ兵庫／１課／＊","1","＊","1","","","","","0"
"6627","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","3","1512","営業本部／兵庫第二営業部／明石西支店","12","明石西支店","0","","","","","0"
"6628","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15121","営業本部／兵庫第二営業部／明石西支店／１チーム","1","１チーム","0","","","","","0"
"6629","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5501211","兵庫第二営業部／明石西支店／１課／＊","1","＊","1","","","","","0"
"6630","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg39895","04/01/2024 14:26:07","PVU_XP_1102","37","4","5501212","兵庫第二営業部／明石西支店／１課／２係（２０２４．０４廃止）","2","２係（２０２４．０４廃止）","1","","","","","0"
"6631","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15122","営業本部／兵庫第二営業部／明石西支店／２チーム","2","２チーム","0","","","","","0"
"6632","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5501221","兵庫第二営業部／明石西支店／２課／＊","1","＊","1","","","","","0"
"6633","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15123","営業本部／兵庫第二営業部／明石西支店／３チーム","3","３チーム","0","","","","","0"
"6634","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5501231","兵庫第二営業部／明石西支店／３課／＊","1","＊","1","","","","","0"
"6635","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg39895","04/01/2024 14:26:07","PVU_XP_1102","37","4","5501232","兵庫第二営業部／明石西支店／３課／２係（２０２４．０４廃止）","2","２係（２０２４．０４廃止）","1","","","","","0"
"6636","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15125","営業本部／兵庫第二営業部／明石西支店／業務","5","業務","0","","","","","0"
"6637","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","37","5","15125X","営業本部／兵庫第二営業部／明石西支店／業務／明石西業務（廃止）","X","明石西業務（廃止）","1","","","","","0"
"6638","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","3","1521","営業本部／兵庫第二営業部／姫路支店","21","姫路支店","0","","","","","0"
"6639","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15211","営業本部／兵庫第二営業部／姫路支店／１チーム","1","１チーム","0","","","","","0"
"6640","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5502111","兵庫第二営業部／姫路支店／１課／＊","1","＊","1","","","","","0"
"6641","10/01/2020 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg36186","09/29/2020 09:41:44","PVU_XP_1102","37","4","5502112","兵庫第二営業部／姫路支店／１課／２係（２０２０．１０廃止）","2","２係（２０２０．１０廃止）","1","","","","","2"
"6642","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15212","営業本部／兵庫第二営業部／姫路支店／２チーム","2","２チーム","0","","","","","0"
"6643","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5502121","兵庫第二営業部／姫路支店／２課／＊","1","＊","1","","","","","0"
"6644","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 11:28:30","PVU-1010","itg37109","11/04/2015 11:28:30","PVU-1010","37","5","152122","営業本部／兵庫第二営業部／姫路支店／２チーム／２ブロック（２０１５．１１廃止）","2","２ブロック（２０１５．１１廃止）","1","","","","","0"
"6645","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15213","営業本部／兵庫第二営業部／姫路支店／３チーム","3","３チーム","0","","","","","0"
"6646","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5502131","兵庫第二営業部／姫路支店／３課／＊","1","＊","1","","","","","0"
"6647","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15215","営業本部／兵庫第二営業部／姫路支店／業務","5","業務","0","","","","","0"
"6648","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","37","5","15215X","営業本部／兵庫第二営業部／姫路支店／業務／姫路業務（廃止）","X","姫路業務（廃止）","1","","","","","0"
"6649","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","3","1522","営業本部／兵庫第二営業部／豊岡支店","22","豊岡支店","0","","","","","0"
"6650","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15221","営業本部／兵庫第二営業部／豊岡支店／１チーム","1","１チーム","0","","","","","0"
"6651","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5502211","兵庫第二営業部／豊岡支店／１課／＊","1","＊","1","","","","","0"
"6652","04/01/2022 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg39895","03/24/2022 13:09:13","PVU_XP_1102","37","4","5502212","兵庫第二営業部／豊岡支店／１課／２係（２０２１．０７廃止）","2","２係（２０２１．０７廃止）","1","","","","","1"
"6653","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15225","営業本部／兵庫第二営業部／豊岡支店／業務","5","業務","0","","","","","0"
"6654","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","37","5","15225X","営業本部／兵庫第二営業部／豊岡支店／業務／豊岡業務（廃止）","X","豊岡業務（廃止）","1","","","","","0"
"6655","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","3","1525","営業本部／兵庫第二営業部／相生支店","25","相生支店","0","","","","","0"
"6656","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15251","営業本部／兵庫第二営業部／相生支店／１チーム","1","１チーム","0","","","","","0"
"6657","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5502511","兵庫第二営業部／相生支店／１課／＊","1","＊","1","","","","","0"
"6658","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg39895","04/01/2024 14:26:07","PVU_XP_1102","37","4","5502512","兵庫第二営業部／相生支店／１課／２係（２０２４．０４廃止）","2","２係（２０２４．０４廃止）","1","","","","","0"
"6659","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15255","営業本部／兵庫第二営業部／相生支店／業務","5","業務","0","","","","","0"
"6660","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","37","5","15255X","営業本部／兵庫第二営業部／相生支店／業務／相生業務（廃止）","X","相生業務（廃止）","1","","","","","0"
"6661","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","3","1526","営業本部／兵庫第二営業部／滝野支店","26","滝野支店","0","","","","","0"
"6662","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15261","営業本部／兵庫第二営業部／滝野支店／１チーム","1","１チーム","0","","","","","0"
"6663","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5502611","兵庫第二営業部／滝野支店／１課／＊","1","＊","1","","","","","0"
"6664","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15265","営業本部／兵庫第二営業部／滝野支店／業務","5","業務","0","","","","","0"
"6665","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","37","5","15265X","営業本部／兵庫第二営業部／滝野支店／業務／滝野業務（廃止）","X","滝野業務（廃止）","1","","","","","0"
"6666","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","3","1532","営業本部／兵庫第二営業部／柏原支店","32","柏原支店","0","","","","","0"
"6667","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15321","営業本部／兵庫第二営業部／柏原支店／１チーム","1","１チーム","0","","","","","0"
"6668","07/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","37","4","5503211","兵庫第二営業部／柏原支店／＊＊／＊","1","＊","1","","","","","0"
"6669","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","37","4","15325","営業本部／兵庫第二営業部／柏原支店／業務","5","業務","0","","","","","0"
